条目,订单ID,应用名称,应用Key,产品名称,产品ID,用户id,服务器ID,游戏ID,支付金额(元),创建时间,支付时间,通知时间,回调地址,支付渠道,应用订单号,应用扩展字段
207,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,10000元宝,1.10032E+20,624243070,,,10,2014-3-15 8:55,2014-3-15 8:55,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,10000元宝
208,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,362355021,,,0.5,2014-3-15 8:57,2014-3-15 8:58,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,500元宝
209,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,362355021,,,2,2014-3-15 8:59,2014-3-15 8:59,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,2000元宝
210,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,300元宝,1.10032E+20,609185502,,,0.3,2014-3-15 8:59,2014-3-15 8:59,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,300元宝
211,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,342840609,,,0.05,2014-3-15 8:59,2014-3-15 8:59,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,50元宝
212,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,5000元宝,1.10032E+20,319599731,,,5,2014-3-15 9:00,2014-3-15 9:01,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,5000元宝
213,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,200元宝,1.10032E+20,144757086,,,0.2,2014-3-15 9:01,2014-3-15 9:02,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,200元宝
214,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,144757086,,,1,2014-3-15 9:04,2014-3-15 9:04,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,1000元宝
215,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,749985506,,,20,2014-3-15 9:04,2014-3-15 9:04,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,20000元宝
216,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,592195372,,,2,2014-3-15 9:06,2014-3-15 9:07,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,2000元宝
217,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,362355021,,,20,2014-3-15 9:06,2014-3-15 9:07,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,20000元宝
218,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,592195372,,,20,2014-3-15 9:07,2014-3-15 9:07,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,20000元宝
219,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,268101574,,,0.05,2014-3-15 9:09,2014-3-15 9:09,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
220,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,5000元宝,1.10032E+20,609185502,,,5,2014-3-15 9:09,2014-3-15 9:09,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,5000元宝
221,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,5000元宝,1.10032E+20,400560559,,,5,2014-3-15 9:09,2014-3-15 9:09,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,5000元宝
222,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,749985506,,,0.05,2014-3-15 9:10,2014-3-15 9:11,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
223,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,592195372,,,2,2014-3-15 9:10,2014-3-15 9:10,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,2000元宝
224,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,633784092,,,1,2014-3-15 9:10,2014-3-15 9:10,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,1000元宝
225,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,441536870,,,20,2014-3-15 9:10,2014-3-15 9:11,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,联通充值卡,1.10E+20,20000元宝
226,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,276110958,,,1,2014-3-15 9:13,2014-3-15 9:14,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,1000元宝
227,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,1000元宝,1.10032E+20,268101574,,,1,2014-3-15 9:14,2014-3-15 9:14,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,1000元宝
228,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,276110958,,,0.05,2014-3-15 9:16,2014-3-15 9:16,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,50元宝
229,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,637681880,,,0.05,2014-3-15 9:18,2014-3-15 9:19,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
230,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,441536870,,,20,2014-3-15 9:18,2014-3-15 9:20,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,联通充值卡,1.10E+20,20000元宝
231,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,289747774,,,0.05,2014-3-15 9:19,2014-3-15 9:19,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,50元宝
232,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,633784092,,,0.5,2014-3-15 9:19,2014-3-15 9:19,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,500元宝
233,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,200元宝,1.10032E+20,561323750,,,0.2,2014-3-15 9:19,2014-3-15 9:20,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,200元宝
234,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,194462169,,,0.1,2014-3-15 9:19,2014-3-15 9:20,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,100元宝
235,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,745855225,,,0.05,2014-3-15 9:21,2014-3-15 9:21,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,50元宝
236,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,307925839,,,0.5,2014-3-15 9:22,2014-3-15 9:22,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,500元宝
237,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,300元宝,1.10032E+20,631221080,,,0.3,2014-3-15 9:22,2014-3-15 9:22,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,300元宝
238,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,604280794,,,0.1,2014-3-15 9:23,2014-3-15 9:23,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,100元宝
239,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,2000元宝,1.10032E+20,561323750,,,2,2014-3-15 9:23,2014-3-15 9:23,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,2000元宝
240,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,745855225,,,20,2014-3-15 9:23,2014-3-15 9:24,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,20000元宝
241,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,468839589,,,20,2014-3-15 9:24,2014-3-15 9:24,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,20000元宝
242,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,23537972,,,0.05,2014-3-15 9:25,2014-3-15 9:29,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
243,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,633784092,,,0.05,2014-3-15 9:27,2014-3-15 9:27,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,信用卡,1.10E+20,50元宝
244,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,620043191,,,0.05,2014-3-15 9:28,2014-3-15 9:28,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,50元宝
245,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,289747774,,,0.05,2014-3-15 9:29,2014-3-15 9:30,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,50元宝
246,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,500元宝,1.10032E+20,23537972,,,0.5,2014-3-15 9:29,2014-3-15 9:30,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,500元宝
247,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,100元宝,1.10032E+20,604280794,,,0.1,2014-3-15 9:30,2014-3-15 9:30,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,100元宝
248,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,414322269,,,0.05,2014-3-15 9:30,2014-3-15 9:30,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
249,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,200元宝,1.10032E+20,732151419,,,0.2,2014-3-15 9:30,2014-3-15 9:31,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,储蓄卡支付,1.10E+20,200元宝
250,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,414322269,,,0.05,2014-3-15 9:31,2014-3-15 9:32,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
251,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,23537972,,,0.05,2014-3-15 9:32,2014-3-15 9:33,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
252,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,50元宝,1.10032E+20,561323750,,,0.05,2014-3-15 9:32,2014-3-15 9:33,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,手机支付宝,1.10E+20,50元宝
253,1.40315E+18,三国合伙人,8099d95af4d25e7dad6c938b6b232b23,20000元宝,1.10032E+20,743948080,,,20,2014-3-15 9:37,2014-3-15 9:38,,http://wapi.ldsg.lodogame.com:8088/webApi/payment.do,银联支付,1.10E+20,20000元宝
